"","Date","Site.N","Site","Location","Bag","Genus","Species","Species_TB","Plot","Photo.1","Photo.2","Tag","ID","Dewer","full_VOLmm3","full_SAmm2","live_SAmm2","Mass_g","SD_gcm3","SAV","Protein_mgml","P_new","P_old","P_av","chl_a","chl_c","zoox_old","zoox","top","AFDW_5ml","Ash.Weight","col","col2","colony_area","branch_density","branch_width","branch_height","polyp_size","polyp_density","base_ratio","height","chl_t","protein","protein_av","biomass"
"1","09/02/2019","CTB","CTB","CTB","CTB","Porites","Porites lutea",NA,NA,"CTB","CTB","CTB","CTB",NA,NA,NA,NA,NA,1.36788,0.426901035453574,NA,NA,NA,NA,8.40666666666667,8.40666666666667,NA,1934000,NA,NA,NA,NA,NA,NA,0.00265499818599719,34.3125,18.9791666666667,NA,NA,NA,NA,8.40666666666667,0.26,0.26,4.88
